name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Mumbai,2023-03-23,30.4,24.6,27.6,32.3,24.6,28.8,20.6,66.6,0,0,0,,0,,32.5,26,305.8,1010.3,37.7,3.6,279.8,24.2,9,10,2023-03-23T06:40:41,2023-03-23T18:50:21,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-03-24,30.7,23.9,27.7,34.1,23.9,29.2,21.3,68.8,0,0,0,,0,,31.7,20.5,306.5,1010.5,25.5,3.8,288.1,24.8,10,10,2023-03-24T06:39:50,2023-03-24T18:50:36,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-03-25,29.8,23.6,26.9,30.7,23.6,27.3,17.9,58.6,0,0,0,,0,,37.1,18.4,319.3,1011.5,11.6,4.2,294.6,25.5,10,10,2023-03-25T06:39:00,2023-03-25T18:50:50,0.11,Clear,Clear conditions throughout the day.,clear-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-03-26,29.7,21.8,26.4,30.7,21.8,26.8,17.6,58.9,0,0,0,,0,,37.1,19,300.5,1011.3,19.4,4.1,294.1,25.4,10,10,2023-03-26T06:38:09,2023-03-26T18:51:04,0.15,Clear,Clear conditions throughout the day.,clear-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-03-27,30,22.8,26.9,32.3,22.8,27.9,20,66.8,0,0,0,,0,,37.1,20.5,302.2,1010.9,30.4,3.5,290.3,25.1,10,10,2023-03-27T06:37:19,2023-03-27T18:51:19,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-03-28,30.5,24.4,27.5,32.7,24.4,28.8,20.8,67.5,0,0,0,,0,,31.7,23.6,283.2,1010,23.9,3.6,292.9,25.1,10,10,2023-03-28T06:36:28,2023-03-28T18:51:33,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-03-29,30,23.7,27.2,32.6,23.7,28.5,21.2,70.1,0,0,0,,0,,31.7,19.3,291.2,1010.6,25,3.7,294.7,25.3,10,10,2023-03-29T06:35:38,2023-03-29T18:51:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-03-30,30,24.8,27.3,31.9,24.8,28.4,20.6,67.2,0,0,0,,0,,31.7,18.8,262.4,1010.2,52.4,4,274.7,23.8,10,10,2023-03-30T06:34:48,2023-03-30T18:52:01,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-03-31,31,26,28.2,34.5,26,30.4,21.4,66.9,0,0,0,rain,0,,31.7,18.1,274.1,1009.7,46.6,3.7,283.4,24.3,9,10,2023-03-31T06:33:57,2023-03-31T18:52:16,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-01,30.4,24,27.5,32.9,24,28.8,20.7,67,0,0,0,,0,,33.5,22.3,316.2,1010.1,20.3,3.9,295.6,25.4,10,10,2023-04-01T06:33:07,2023-04-01T18:52:30,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-02,30.7,23.8,27.5,33,23.8,28.8,20.4,65.7,0,0,0,,0,,38.9,19.8,298.7,1009.9,15.9,3.8,292.6,25.2,10,10,2023-04-02T06:32:18,2023-04-02T18:52:44,0.37,Clear,Clear conditions throughout the day.,clear-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-03,30,25.8,27.6,32.5,25.8,29.2,21.3,69.2,0,0,0,,0,,37.1,20.5,288.2,1009.6,27.2,3.6,291.5,25.2,10,10,2023-04-03T06:31:28,2023-04-03T18:52:59,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-04,30.6,24.2,27.8,35.8,24.2,30.3,23.1,76.4,0,0,0,,0,,38.9,21.1,297.3,1010.1,18.2,3.3,290.1,25.1,10,5,2023-04-04T06:30:38,2023-04-04T18:53:13,0.44,Clear,Clear conditions throughout the day.,clear-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-05,30.9,25.3,28.1,36.3,25.3,31.4,23.9,78.5,0,0,0,,0,,32,23.5,286.6,1010,17.9,3.6,291.5,25.2,10,15,2023-04-05T06:29:49,2023-04-05T18:53:28,0.47,Clear,Clear conditions throughout the day.,clear-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-06,32.4,25,29.3,36.8,25,31.4,21.4,64.3,0,0,0,,0,,41.8,18.4,323.3,1009.7,29.7,3.5,291.8,25.2,10,15,2023-04-06T06:29:00,2023-04-06T18:53:42,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-07,33.4,27.3,30.5,39.2,28.7,32.6,19.7,53.6,0,0,0,,0,,44.6,22.3,324.3,1010.1,49.9,3.4,245,21.1,10,30,2023-04-07T06:28:12,2023-04-07T18:53:57,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-08,34.7,27.7,30.9,37.9,30.6,33.8,21.3,57.5,0,0,0,,0,,26.3,17.8,260.7,1011.6,55.5,3,186.7,16.1,7,60,2023-04-08T06:27:23,2023-04-08T18:54:12,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-09,34.1,27.2,31.1,38.9,29.8,34,21.1,56.3,0,0,0,,0,,30.2,21.1,279,1012.1,34,3.2,284,24.6,9,30,2023-04-09T06:26:35,2023-04-09T18:54:27,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-10,35,27.9,31.2,38.5,30.8,35.2,22.4,61.1,0,0,0,,0,,36.7,21.1,305.7,1010.6,34.8,3,279.1,24,10,75,2023-04-10T06:25:48,2023-04-10T18:54:42,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-11,34.8,28,30.9,41,31.3,35.2,22.8,63.2,0,0,0,,0,,41,21.7,290.6,1010.8,25.5,3.4,292,25.2,10,30,2023-04-11T06:25:01,2023-04-11T18:54:58,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-12,36.1,28,32.1,39.8,30.3,34.6,20.3,51.5,0,0,0,,0,,49,20.5,313.4,1010.4,30,3.2,295.9,25.6,10,30,2023-04-12T06:24:14,2023-04-12T18:55:13,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,43003099999,43057099999,43060099999"
Mumbai,2023-04-13,35,26.4,31.4,42.1,26.4,35.2,21.7,57.1,15,100,4.17,rain,0,,57.6,38.9,308.1,1010,52.6,3.3,240,20.8,9,38,2023-04-13T06:23:27,2023-04-13T18:55:29,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-14,35,27.4,30.9,43.6,29.4,35.2,22.7,62.9,0,0,0,,0,,47.9,24.1,308.6,1010,58.2,5.1,248.3,21.6,10,38,2023-04-14T06:22:41,2023-04-14T18:55:44,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,43003099999,43057099999,remote,43060099999"
Mumbai,2023-04-15,33.7,27.3,30.2,41.5,29.5,33.4,21.7,61.4,0,0,0,,0,,33.1,20.5,298.5,1010,29.2,5.5,295.9,25.5,10,15,2023-04-15T06:21:56,2023-04-15T18:56:00,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,remote,43060099999"
Mumbai,2023-04-16,34,26.8,30.3,38.5,29.2,33.2,21.5,61,0,0,0,,0,,41,20.9,304.4,1008.8,23.8,4.7,299.8,26,10,30,2023-04-16T06:21:11,2023-04-16T18:56:17,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,remote,43060099999"
Mumbai,2023-04-17,33,26.9,29.9,40.7,29.7,34.7,23.8,70.6,0,0,0,,0,,36.4,17.8,305.6,1008.7,27,3.4,298.9,26,10,30,2023-04-17T06:20:27,2023-04-17T18:56:33,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-18,38,26.3,31.8,40.8,26.3,34.7,20.8,54.2,0,0,0,,0,,49.3,33.8,331.4,1009.1,24.2,4,261.6,22.7,10,30,2023-04-18T06:19:43,2023-04-18T18:56:50,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,43003099999,43057099999,remote,43060099999"
Mumbai,2023-04-19,39,28.9,33.2,42.9,31.2,36,20.3,49.3,0,0,0,,0,,53.3,20.5,317.4,1006.8,19.7,4,299.5,26,10,38,2023-04-19T06:18:59,2023-04-19T18:57:06,0.97,Clear,Clear conditions throughout the day.,clear-day,"43058099999,VABB,43003099999,43057099999,remote,43060099999"
Mumbai,2023-04-20,35.4,28.6,31.4,41.9,31.4,34.7,21.5,56.5,0,0,0,,0,,42.5,26,302.5,1005.5,33.5,3.4,286.5,24.8,9,15,2023-04-20T06:18:17,2023-04-20T18:57:23,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-21,31.7,26.7,29.2,37,29,33,23.1,70.1,0,0,0,,0,,33.5,24.2,281.7,1006.4,13.3,3.7,303.8,26.1,10,30,2023-04-21T06:17:34,2023-04-21T18:57:41,0.04,Clear,Clear conditions throughout the day.,clear-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-22,32.1,26.8,28.8,37.9,29.4,32.5,23.3,72.4,0,0,0,,0,,35.3,18.4,278.1,1007.1,39.4,3.7,298.9,25.9,10,30,2023-04-22T06:16:53,2023-04-22T18:57:58,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-23,31.1,25.9,28.7,35.8,25.9,32.3,23.1,71.8,0,0,0,,0,,37.1,24.1,282,1007.2,39.4,3.8,298.5,25.8,10,30,2023-04-23T06:16:12,2023-04-23T18:58:16,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-24,31.7,25.8,29,38.3,25.8,34,24.8,78.5,0,0,0,,0,,37.1,18.4,278.3,1007.4,38.9,3.8,295.1,25.4,10,15,2023-04-24T06:15:32,2023-04-24T18:58:34,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-25,32.8,27.6,29.7,41.6,32.1,36.1,25.5,79.1,0,0,0,,0,,35.3,18.7,247.3,1007.5,44.7,3.3,289.8,25.1,10,75,2023-04-25T06:14:52,2023-04-25T18:58:52,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-26,32.1,28,29.5,36.3,31.9,33.9,23.6,71.3,0,0,0,,0,,40.7,23,226.3,1008.1,45.9,3.7,284.5,24.5,10,60,2023-04-26T06:14:13,2023-04-26T18:59:11,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-27,32.8,27.3,29.5,36.9,30,33.4,23.1,68.8,0,0,0,,0,,33.5,23,285.5,1008.2,44.1,3.5,289.8,25,10,30,2023-04-27T06:13:35,2023-04-27T18:59:29,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-28,31.7,27.2,29.4,37.5,30.2,33.3,23,68.8,0,0,0,,0,,35.3,24.8,288.7,1009,28.9,3.7,284.7,24.6,10,10,2023-04-28T06:12:58,2023-04-28T18:59:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43058099999,VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-29,32.8,26.9,29.5,36.1,29.6,32.6,22.2,65.5,0.2,100,4.17,rain,0,,23.4,23,268.7,1008.5,38.4,3.9,299,25.8,10,10,2023-04-29T06:12:21,2023-04-29T19:00:08,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VABB,VAJJ,43003099999,43057099999,43060099999"
Mumbai,2023-04-30,31.7,27,29.3,36.6,29.6,32.9,22.9,68.9,0,0,0,rain,0,,25.6,20.5,264.4,1007,43.7,4,297,25.6,10,30,2023-04-30T06:11:45,2023-04-30T19:00:27,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VABB,VAJJ,43003099999,43057099999,43060099999"
